	Position	Sample_Number	Genome
6982	23200	11	GUT_GENOME239728_1
6983	23300	15	GUT_GENOME239728_1
6984	23400	15	GUT_GENOME239728_1
6985	23500	11	GUT_GENOME239728_1
6986	23600	12	GUT_GENOME239728_1
6987	23700	14	GUT_GENOME239728_1
6988	23800	16	GUT_GENOME239728_1
6989	23900	14	GUT_GENOME239728_1
6990	24000	15	GUT_GENOME239728_1
6991	24100	11	GUT_GENOME239728_1
6992	24200	13	GUT_GENOME239728_1
6993	24300	20	GUT_GENOME239728_1
6994	24400	24	GUT_GENOME239728_1
6995	24500	12	GUT_GENOME239728_1
6996	24600	17	GUT_GENOME239728_1
6997	24700	17	GUT_GENOME239728_1
6998	24800	7	GUT_GENOME239728_1
6999	24900	13	GUT_GENOME239728_1
7000	25000	13	GUT_GENOME239728_1
7001	25100	17	GUT_GENOME239728_1
7002	25200	16	GUT_GENOME239728_1
7003	25300	17	GUT_GENOME239728_1
7004	25400	21	GUT_GENOME239728_1
7005	25500	15	GUT_GENOME239728_1
7006	25600	19	GUT_GENOME239728_1
7007	25700	17	GUT_GENOME239728_1
7008	25800	12	GUT_GENOME239728_1
7009	25900	18	GUT_GENOME239728_1
7010	26000	13	GUT_GENOME239728_1
7011	26100	17	GUT_GENOME239728_1
7012	26200	15	GUT_GENOME239728_1
7013	26300	22	GUT_GENOME239728_1
7014	26400	13	GUT_GENOME239728_1
7015	26500	16	GUT_GENOME239728_1
7016	26600	13	GUT_GENOME239728_1
7017	26700	19	GUT_GENOME239728_1
7018	26800	20	GUT_GENOME239728_1
7019	26900	17	GUT_GENOME239728_1
7020	27000	11	GUT_GENOME239728_1
7021	27100	11	GUT_GENOME239728_1
7022	27200	13	GUT_GENOME239728_1
7023	27300	15	GUT_GENOME239728_1
7024	27400	19	GUT_GENOME239728_1
7025	27500	17	GUT_GENOME239728_1
7026	27600	17	GUT_GENOME239728_1
7027	27700	12	GUT_GENOME239728_1
7028	27800	18	GUT_GENOME239728_1
7029	27900	17	GUT_GENOME239728_1
7030	28000	15	GUT_GENOME239728_1
7031	28100	12	GUT_GENOME239728_1
7032	28200	9	GUT_GENOME239728_1
7033	28300	12	GUT_GENOME239728_1
7034	28400	14	GUT_GENOME239728_1
7035	28500	13	GUT_GENOME239728_1
7036	28600	12	GUT_GENOME239728_1
7037	28700	14	GUT_GENOME239728_1
7038	28800	12	GUT_GENOME239728_1
7039	28900	11	GUT_GENOME239728_1
7040	29000	17	GUT_GENOME239728_1
7041	29100	19	GUT_GENOME239728_1
7042	29200	14	GUT_GENOME239728_1
7043	29300	12	GUT_GENOME239728_1
7044	29400	14	GUT_GENOME239728_1
7045	29500	21	GUT_GENOME239728_1
7046	29600	23	GUT_GENOME239728_1
7047	29700	22	GUT_GENOME239728_1
7048	29800	13	GUT_GENOME239728_1
7049	29900	17	GUT_GENOME239728_1
7050	30000	17	GUT_GENOME239728_1
7051	30100	12	GUT_GENOME239728_1
7052	30200	15	GUT_GENOME239728_1
7053	30300	14	GUT_GENOME239728_1
7054	30400	16	GUT_GENOME239728_1
7055	30500	16	GUT_GENOME239728_1
7056	30600	11	GUT_GENOME239728_1
7057	30700	5	GUT_GENOME239728_1
7058	30800	18	GUT_GENOME239728_1
7059	30900	7	GUT_GENOME239728_1
7060	31000	8	GUT_GENOME239728_1
7061	31100	17	GUT_GENOME239728_1
7062	31200	7	GUT_GENOME239728_1
7063	31300	15	GUT_GENOME239728_1
7064	31400	10	GUT_GENOME239728_1
7065	31500	20	GUT_GENOME239728_1
7066	31600	15	GUT_GENOME239728_1
7067	31700	15	GUT_GENOME239728_1
7068	31800	19	GUT_GENOME239728_1
7069	31900	13	GUT_GENOME239728_1
7070	32000	12	GUT_GENOME239728_1
7071	32100	11	GUT_GENOME239728_1
7072	32200	11	GUT_GENOME239728_1
7073	32300	13	GUT_GENOME239728_1
7074	32400	10	GUT_GENOME239728_1
7075	32500	13	GUT_GENOME239728_1
7076	32600	7	GUT_GENOME239728_1
7077	32700	13	GUT_GENOME239728_1
7078	32800	22	GUT_GENOME239728_1
7079	32900	13	GUT_GENOME239728_1
7080	33000	11	GUT_GENOME239728_1
7081	33100	16	GUT_GENOME239728_1
7082	33200	12	GUT_GENOME239728_1
7083	33300	12	GUT_GENOME239728_1
7084	33400	8	GUT_GENOME239728_1
7085	33500	15	GUT_GENOME239728_1
7086	33600	17	GUT_GENOME239728_1
7087	33700	18	GUT_GENOME239728_1
7088	33800	15	GUT_GENOME239728_1
7089	33900	16	GUT_GENOME239728_1
7090	34000	10	GUT_GENOME239728_1
7091	34100	18	GUT_GENOME239728_1
7092	34200	13	GUT_GENOME239728_1
7093	34300	10	GUT_GENOME239728_1
7094	34400	14	GUT_GENOME239728_1
7095	34500	13	GUT_GENOME239728_1
7096	34600	10	GUT_GENOME239728_1
7097	34700	17	GUT_GENOME239728_1
7098	34800	15	GUT_GENOME239728_1
7099	34900	19	GUT_GENOME239728_1
7100	35000	15	GUT_GENOME239728_1
7101	35100	12	GUT_GENOME239728_1
7102	35200	12	GUT_GENOME239728_1
7103	35300	13	GUT_GENOME239728_1
7104	35400	16	GUT_GENOME239728_1
7105	35500	9	GUT_GENOME239728_1
7106	35600	12	GUT_GENOME239728_1
7107	35700	15	GUT_GENOME239728_1
7108	35800	9	GUT_GENOME239728_1
7109	35900	15	GUT_GENOME239728_1
7110	36000	10	GUT_GENOME239728_1
7111	36100	12	GUT_GENOME239728_1
7112	36200	19	GUT_GENOME239728_1
7113	36300	15	GUT_GENOME239728_1
7114	36400	15	GUT_GENOME239728_1
7115	36500	11	GUT_GENOME239728_1
7116	36600	11	GUT_GENOME239728_1
7117	36700	11	GUT_GENOME239728_1
7118	36800	16	GUT_GENOME239728_1
7119	36900	17	GUT_GENOME239728_1
7120	37000	16	GUT_GENOME239728_1
7121	37100	17	GUT_GENOME239728_1
7122	37200	15	GUT_GENOME239728_1
7123	37300	12	GUT_GENOME239728_1
7124	37400	10	GUT_GENOME239728_1
7125	37500	12	GUT_GENOME239728_1
7126	37600	13	GUT_GENOME239728_1
7127	37700	17	GUT_GENOME239728_1
7128	37800	16	GUT_GENOME239728_1
7129	37900	10	GUT_GENOME239728_1
7130	38000	15	GUT_GENOME239728_1
7131	38100	12	GUT_GENOME239728_1
7132	38200	15	GUT_GENOME239728_1
7133	38300	11	GUT_GENOME239728_1
7134	38400	12	GUT_GENOME239728_1
7135	38500	13	GUT_GENOME239728_1
7136	38600	16	GUT_GENOME239728_1
7137	38700	13	GUT_GENOME239728_1
7138	38800	15	GUT_GENOME239728_1
7139	38900	15	GUT_GENOME239728_1
7140	39000	12	GUT_GENOME239728_1
7141	39100	11	GUT_GENOME239728_1
7142	39200	16	GUT_GENOME239728_1
7143	39300	12	GUT_GENOME239728_1
7144	39400	15	GUT_GENOME239728_1
7145	39500	20	GUT_GENOME239728_1
7146	39600	11	GUT_GENOME239728_1
7147	39700	14	GUT_GENOME239728_1
7148	39800	13	GUT_GENOME239728_1
7149	39900	14	GUT_GENOME239728_1
7150	40000	7	GUT_GENOME239728_1
7151	40100	8	GUT_GENOME239728_1
7152	40200	10	GUT_GENOME239728_1
7153	40300	9	GUT_GENOME239728_1
7154	40400	16	GUT_GENOME239728_1
7155	40500	14	GUT_GENOME239728_1
7156	40600	11	GUT_GENOME239728_1
7157	40700	16	GUT_GENOME239728_1
7158	40800	16	GUT_GENOME239728_1
7159	40900	15	GUT_GENOME239728_1
7160	41000	9	GUT_GENOME239728_1
7161	41100	14	GUT_GENOME239728_1
7162	41200	18	GUT_GENOME239728_1
7163	41300	17	GUT_GENOME239728_1
7164	41400	17	GUT_GENOME239728_1
7165	41500	12	GUT_GENOME239728_1
7166	41600	13	GUT_GENOME239728_1
7167	41700	11	GUT_GENOME239728_1
7168	41800	20	GUT_GENOME239728_1
7169	41900	13	GUT_GENOME239728_1
7170	42000	12	GUT_GENOME239728_1
7171	42100	21	GUT_GENOME239728_1
7172	42200	15	GUT_GENOME239728_1
7173	42300	6	GUT_GENOME239728_1
7174	42400	13	GUT_GENOME239728_1
7175	42500	15	GUT_GENOME239728_1
7176	42600	11	GUT_GENOME239728_1
7177	42700	14	GUT_GENOME239728_1
7178	42800	17	GUT_GENOME239728_1
7179	42900	9	GUT_GENOME239728_1
7180	43000	18	GUT_GENOME239728_1
7181	43100	13	GUT_GENOME239728_1
7182	43200	14	GUT_GENOME239728_1
7183	43300	12	GUT_GENOME239728_1
7184	43400	11	GUT_GENOME239728_1
7185	43500	8	GUT_GENOME239728_1
7186	43600	6	GUT_GENOME239728_1
7187	43700	11	GUT_GENOME239728_1
7188	43800	14	GUT_GENOME239728_1
7189	43900	7	GUT_GENOME239728_1
7190	44000	14	GUT_GENOME239728_1
7191	44100	16	GUT_GENOME239728_1
7192	44200	15	GUT_GENOME239728_1
7193	44300	15	GUT_GENOME239728_1
7194	44400	16	GUT_GENOME239728_1
7195	44500	18	GUT_GENOME239728_1
7196	44600	13	GUT_GENOME239728_1
7197	44700	16	GUT_GENOME239728_1
7198	44800	14	GUT_GENOME239728_1
7199	44900	14	GUT_GENOME239728_1
7200	0	1	GUT_GENOME239728_7
7201	100	4	GUT_GENOME239728_7
7202	200	6	GUT_GENOME239728_7
7203	300	5	GUT_GENOME239728_7
7204	400	7	GUT_GENOME239728_7
7205	500	3	GUT_GENOME239728_7
7206	600	2	GUT_GENOME239728_7
7207	700	3	GUT_GENOME239728_7
7208	800	3	GUT_GENOME239728_7
7209	900	0	GUT_GENOME239728_7
7210	1000	3	GUT_GENOME239728_7
7211	1100	0	GUT_GENOME239728_7
7212	1200	0	GUT_GENOME239728_7
7213	1300	1	GUT_GENOME239728_7
7214	1400	1	GUT_GENOME239728_7
7215	1500	0	GUT_GENOME239728_7
7216	1600	2	GUT_GENOME239728_7
7217	1700	0	GUT_GENOME239728_7
7218	1800	0	GUT_GENOME239728_7
7219	1900	0	GUT_GENOME239728_7
7220	2000	0	GUT_GENOME239728_7
7221	2100	1	GUT_GENOME239728_7
7222	2200	0	GUT_GENOME239728_7
7223	2300	0	GUT_GENOME239728_7
7224	2400	0	GUT_GENOME239728_7
7225	2500	0	GUT_GENOME239728_7
7226	2600	3	GUT_GENOME239728_7
7227	2700	5	GUT_GENOME239728_7
7228	2800	0	GUT_GENOME239728_7
7229	2900	0	GUT_GENOME239728_7
7230	3000	0	GUT_GENOME239728_7
7231	3100	1	GUT_GENOME239728_7
7232	3200	1	GUT_GENOME239728_7
7233	3300	0	GUT_GENOME239728_7
7234	3400	0	GUT_GENOME239728_7
7235	3500	0	GUT_GENOME239728_7
7236	3600	0	GUT_GENOME239728_7
7237	3700	1	GUT_GENOME239728_7
7238	3800	0	GUT_GENOME239728_7
7239	3900	0	GUT_GENOME239728_7
7240	4000	0	GUT_GENOME239728_7
7241	4100	0	GUT_GENOME239728_7
7242	4200	1	GUT_GENOME239728_7
7243	4300	1	GUT_GENOME239728_7
7244	4400	0	GUT_GENOME239728_7
7245	4500	0	GUT_GENOME239728_7
7246	4600	0	GUT_GENOME239728_7
7247	4700	1	GUT_GENOME239728_7
7248	4800	0	GUT_GENOME239728_7
7249	4900	0	GUT_GENOME239728_7
7250	5000	0	GUT_GENOME239728_7
7251	5100	0	GUT_GENOME239728_7
7252	5200	0	GUT_GENOME239728_7
7253	5300	0	GUT_GENOME239728_7
7254	5400	0	GUT_GENOME239728_7
7255	5500	0	GUT_GENOME239728_7
7256	5600	0	GUT_GENOME239728_7
7257	5700	0	GUT_GENOME239728_7
7258	5800	0	GUT_GENOME239728_7
7259	5900	0	GUT_GENOME239728_7
7260	6000	3	GUT_GENOME239728_7
7261	6100	1	GUT_GENOME239728_7
7262	6200	0	GUT_GENOME239728_7
7263	6300	0	GUT_GENOME239728_7
7264	6400	0	GUT_GENOME239728_7
7265	6500	0	GUT_GENOME239728_7
7266	6600	0	GUT_GENOME239728_7
7267	6700	0	GUT_GENOME239728_7
7268	6800	0	GUT_GENOME239728_7
7269	6900	0	GUT_GENOME239728_7
7270	7000	0	GUT_GENOME239728_7
7271	7100	0	GUT_GENOME239728_7
7272	7200	0	GUT_GENOME239728_7
7273	7300	0	GUT_GENOME239728_7
7274	7400	0	GUT_GENOME239728_7
7275	7500	0	GUT_GENOME239728_7
7276	7600	0	GUT_GENOME239728_7
7277	7700	0	GUT_GENOME239728_7
7278	7800	0	GUT_GENOME239728_7
7279	7900	0	GUT_GENOME239728_7
7280	8000	0	GUT_GENOME239728_7
7281	8100	0	GUT_GENOME239728_7
7282	8200	0	GUT_GENOME239728_7
7283	8300	0	GUT_GENOME239728_7
7284	8400	0	GUT_GENOME239728_7
7285	8500	0	GUT_GENOME239728_7
7286	8600	0	GUT_GENOME239728_7
7287	8700	0	GUT_GENOME239728_7
7288	8800	0	GUT_GENOME239728_7
7289	8900	0	GUT_GENOME239728_7
7290	9000	0	GUT_GENOME239728_7
7291	9100	0	GUT_GENOME239728_7
7292	9200	0	GUT_GENOME239728_7
7293	9300	0	GUT_GENOME239728_7
7294	9400	1	GUT_GENOME239728_7
7295	9500	0	GUT_GENOME239728_7
7296	9600	0	GUT_GENOME239728_7
7297	9700	0	GUT_GENOME239728_7
7298	9800	0	GUT_GENOME239728_7
7299	9900	1	GUT_GENOME239728_7
7300	10000	0	GUT_GENOME239728_7
7301	10100	1	GUT_GENOME239728_7
7302	10200	0	GUT_GENOME239728_7
7303	10300	0	GUT_GENOME239728_7
7304	10400	0	GUT_GENOME239728_7
7305	10500	0	GUT_GENOME239728_7
7306	10600	2	GUT_GENOME239728_7
7307	10700	5	GUT_GENOME239728_7
7308	10800	1	GUT_GENOME239728_7
7309	10900	27	GUT_GENOME239728_7
7310	11000	19	GUT_GENOME239728_7
7311	11100	11	GUT_GENOME239728_7
7312	11200	19	GUT_GENOME239728_7
7313	11300	15	GUT_GENOME239728_7
7314	11400	18	GUT_GENOME239728_7
7315	11500	20	GUT_GENOME239728_7
7316	11600	12	GUT_GENOME239728_7
7317	11700	17	GUT_GENOME239728_7
7318	11800	16	GUT_GENOME239728_7
7319	11900	17	GUT_GENOME239728_7
7320	12000	15	GUT_GENOME239728_7
7321	12100	20	GUT_GENOME239728_7
7322	12200	19	GUT_GENOME239728_7
7323	12300	19	GUT_GENOME239728_7
7324	12400	10	GUT_GENOME239728_7
7325	12500	18	GUT_GENOME239728_7
7326	12600	14	GUT_GENOME239728_7
7327	12700	11	GUT_GENOME239728_7
7328	12800	14	GUT_GENOME239728_7
7329	12900	15	GUT_GENOME239728_7
7330	13000	16	GUT_GENOME239728_7
7331	13100	17	GUT_GENOME239728_7
7332	13200	18	GUT_GENOME239728_7
7333	13300	14	GUT_GENOME239728_7
7334	13400	14	GUT_GENOME239728_7
7335	13500	16	GUT_GENOME239728_7
7336	13600	15	GUT_GENOME239728_7
7337	13700	20	GUT_GENOME239728_7
7338	13800	15	GUT_GENOME239728_7
7339	13900	13	GUT_GENOME239728_7
7340	14000	20	GUT_GENOME239728_7
7341	14100	11	GUT_GENOME239728_7
7342	14200	21	GUT_GENOME239728_7
7343	14300	19	GUT_GENOME239728_7
7344	14400	17	GUT_GENOME239728_7
7345	14500	14	GUT_GENOME239728_7
7346	14600	10	GUT_GENOME239728_7
7347	14700	14	GUT_GENOME239728_7
7348	14800	11	GUT_GENOME239728_7
7349	14900	10	GUT_GENOME239728_7
7350	15000	5	GUT_GENOME239728_7
7351	15100	10	GUT_GENOME239728_7
7352	15200	4	GUT_GENOME239728_7
7353	15300	1	GUT_GENOME239728_7
7354	15400	1	GUT_GENOME239728_7
7355	15500	3	GUT_GENOME239728_7
7356	15600	10	GUT_GENOME239728_7
7357	15700	19	GUT_GENOME239728_7
7358	15800	12	GUT_GENOME239728_7
7359	15900	22	GUT_GENOME239728_7
7360	16000	7	GUT_GENOME239728_7
7361	16100	16	GUT_GENOME239728_7
7362	16200	17	GUT_GENOME239728_7
7363	16300	19	GUT_GENOME239728_7
7364	16400	14	GUT_GENOME239728_7
7365	16500	14	GUT_GENOME239728_7
7366	16600	16	GUT_GENOME239728_7
7367	16700	10	GUT_GENOME239728_7
7368	16800	13	GUT_GENOME239728_7
7369	16900	22	GUT_GENOME239728_7
7370	17000	20	GUT_GENOME239728_7
7371	17100	22	GUT_GENOME239728_7
7372	17200	15	GUT_GENOME239728_7
7373	17300	20	GUT_GENOME239728_7
7374	17400	13	GUT_GENOME239728_7
7375	17500	17	GUT_GENOME239728_7
7376	17600	18	GUT_GENOME239728_7
7377	17700	16	GUT_GENOME239728_7
7378	17800	13	GUT_GENOME239728_7
7379	17900	21	GUT_GENOME239728_7
7380	18000	8	GUT_GENOME239728_7
7381	18100	10	GUT_GENOME239728_7
7382	18200	20	GUT_GENOME239728_7
7383	18300	18	GUT_GENOME239728_7
7384	18400	15	GUT_GENOME239728_7
7385	18500	13	GUT_GENOME239728_7
7386	18600	16	GUT_GENOME239728_7
7387	18700	14	GUT_GENOME239728_7
7388	18800	18	GUT_GENOME239728_7
7389	18900	15	GUT_GENOME239728_7
7390	19000	11	GUT_GENOME239728_7
7391	19100	13	GUT_GENOME239728_7
7392	19200	21	GUT_GENOME239728_7
7393	19300	20	GUT_GENOME239728_7
7394	19400	13	GUT_GENOME239728_7
7395	19500	24	GUT_GENOME239728_7
7396	19600	22	GUT_GENOME239728_7
7397	19700	15	GUT_GENOME239728_7
7398	19800	11	GUT_GENOME239728_7
7399	19900	19	GUT_GENOME239728_7
7400	20000	13	GUT_GENOME239728_7
7401	20100	15	GUT_GENOME239728_7
7402	20200	9	GUT_GENOME239728_7
7403	20300	17	GUT_GENOME239728_7
7404	20400	18	GUT_GENOME239728_7
7405	20500	15	GUT_GENOME239728_7
7406	20600	10	GUT_GENOME239728_7
7407	20700	21	GUT_GENOME239728_7
7408	20800	15	GUT_GENOME239728_7
7409	20900	9	GUT_GENOME239728_7
7410	21000	19	GUT_GENOME239728_7
7411	21100	19	GUT_GENOME239728_7
7412	21200	17	GUT_GENOME239728_7
7413	21300	22	GUT_GENOME239728_7
7414	21400	19	GUT_GENOME239728_7
7415	21500	17	GUT_GENOME239728_7
7416	21600	16	GUT_GENOME239728_7
7417	21700	12	GUT_GENOME239728_7
7418	21800	13	GUT_GENOME239728_7
7419	21900	12	GUT_GENOME239728_7
7420	22000	12	GUT_GENOME239728_7
7421	22100	20	GUT_GENOME239728_7
7422	22200	13	GUT_GENOME239728_7
7423	22300	17	GUT_GENOME239728_7
7424	22400	22	GUT_GENOME239728_7
7425	22500	16	GUT_GENOME239728_7
7426	22600	15	GUT_GENOME239728_7
7427	22700	18	GUT_GENOME239728_7
7428	22800	17	GUT_GENOME239728_7
7429	22900	17	GUT_GENOME239728_7
7430	23000	22	GUT_GENOME239728_7
7431	23100	19	GUT_GENOME239728_7
7432	23200	16	GUT_GENOME239728_7
7433	23300	17	GUT_GENOME239728_7
7434	23400	17	GUT_GENOME239728_7
7435	23500	13	GUT_GENOME239728_7
7436	23600	15	GUT_GENOME239728_7
7437	23700	21	GUT_GENOME239728_7
7438	23800	16	GUT_GENOME239728_7
7439	23900	9	GUT_GENOME239728_7
7440	24000	12	GUT_GENOME239728_7
7441	24100	15	GUT_GENOME239728_7
7442	24200	20	GUT_GENOME239728_7
7443	24300	12	GUT_GENOME239728_7
7444	24400	14	GUT_GENOME239728_7
7445	24500	12	GUT_GENOME239728_7
7446	24600	13	GUT_GENOME239728_7
7447	24700	10	GUT_GENOME239728_7
7448	24800	10	GUT_GENOME239728_7
7449	24900	13	GUT_GENOME239728_7
7450	25000	16	GUT_GENOME239728_7
7451	25100	23	GUT_GENOME239728_7
7452	25200	17	GUT_GENOME239728_7
7453	25300	15	GUT_GENOME239728_7
7454	25400	17	GUT_GENOME239728_7
7455	25500	12	GUT_GENOME239728_7
7456	25600	14	GUT_GENOME239728_7
7457	25700	16	GUT_GENOME239728_7
7458	25800	9	GUT_GENOME239728_7
7459	25900	17	GUT_GENOME239728_7
7460	26000	12	GUT_GENOME239728_7
7461	26100	9	GUT_GENOME239728_7
7462	26200	12	GUT_GENOME239728_7
7463	26300	14	GUT_GENOME239728_7
7464	26400	19	GUT_GENOME239728_7
7465	26500	17	GUT_GENOME239728_7
7466	26600	15	GUT_GENOME239728_7
7467	26700	11	GUT_GENOME239728_7
7468	26800	16	GUT_GENOME239728_7
7469	26900	10	GUT_GENOME239728_7
7470	27000	18	GUT_GENOME239728_7
7471	27100	13	GUT_GENOME239728_7
7472	27200	11	GUT_GENOME239728_7
7473	27300	17	GUT_GENOME239728_7
7474	27400	16	GUT_GENOME239728_7
7475	27500	13	GUT_GENOME239728_7
7476	27600	17	GUT_GENOME239728_7
7477	27700	15	GUT_GENOME239728_7
7478	27800	19	GUT_GENOME239728_7
7479	27900	25	GUT_GENOME239728_7
7480	28000	14	GUT_GENOME239728_7
7481	28100	18	GUT_GENOME239728_7
7482	28200	13	GUT_GENOME239728_7
7483	28300	16	GUT_GENOME239728_7
7484	28400	17	GUT_GENOME239728_7
7485	28500	20	GUT_GENOME239728_7
7486	28600	21	GUT_GENOME239728_7
7487	28700	17	GUT_GENOME239728_7
7488	28800	7	GUT_GENOME239728_7
7489	28900	20	GUT_GENOME239728_7
7490	29000	13	GUT_GENOME239728_7
7491	29100	15	GUT_GENOME239728_7
7492	29200	20	GUT_GENOME239728_7
7493	29300	17	GUT_GENOME239728_7
7494	29400	16	GUT_GENOME239728_7
7495	29500	20	GUT_GENOME239728_7
7496	29600	15	GUT_GENOME239728_7
7497	29700	17	GUT_GENOME239728_7
7498	29800	11	GUT_GENOME239728_7
7499	29900	16	GUT_GENOME239728_7
7500	30000	19	GUT_GENOME239728_7
7501	30100	14	GUT_GENOME239728_7
7502	30200	14	GUT_GENOME239728_7
7503	30300	13	GUT_GENOME239728_7
7504	30400	14	GUT_GENOME239728_7
7505	30500	19	GUT_GENOME239728_7
7506	30600	13	GUT_GENOME239728_7
7507	30700	18	GUT_GENOME239728_7
7508	30800	13	GUT_GENOME239728_7
7509	30900	14	GUT_GENOME239728_7
7510	31000	15	GUT_GENOME239728_7
7511	31100	17	GUT_GENOME239728_7
7512	31200	13	GUT_GENOME239728_7
7513	31300	12	GUT_GENOME239728_7
7514	31400	16	GUT_GENOME239728_7
7515	31500	20	GUT_GENOME239728_7
7516	31600	15	GUT_GENOME239728_7
7517	31700	19	GUT_GENOME239728_7
7518	31800	19	GUT_GENOME239728_7
7519	31900	14	GUT_GENOME239728_7
7520	32000	17	GUT_GENOME239728_7
7521	32100	25	GUT_GENOME239728_7
7522	32200	14	GUT_GENOME239728_7
7523	32300	9	GUT_GENOME239728_7
7524	32400	24	GUT_GENOME239728_7
7525	32500	26	GUT_GENOME239728_7
7526	32600	14	GUT_GENOME239728_7
7527	32700	24	GUT_GENOME239728_7
7528	32800	13	GUT_GENOME239728_7
7529	32900	22	GUT_GENOME239728_7
7530	33000	18	GUT_GENOME239728_7
7531	33100	14	GUT_GENOME239728_7
7532	33200	16	GUT_GENOME239728_7
7533	33300	14	GUT_GENOME239728_7
7534	33400	21	GUT_GENOME239728_7
7535	33500	24	GUT_GENOME239728_7
7536	33600	10	GUT_GENOME239728_7
7537	33700	15	GUT_GENOME239728_7
7538	33800	18	GUT_GENOME239728_7
7539	33900	14	GUT_GENOME239728_7
7540	34000	19	GUT_GENOME239728_7
7541	34100	17	GUT_GENOME239728_7
7542	34200	18	GUT_GENOME239728_7
7543	34300	14	GUT_GENOME239728_7
7544	34400	18	GUT_GENOME239728_7
7545	34500	19	GUT_GENOME239728_7
7546	34600	12	GUT_GENOME239728_7
7547	34700	15	GUT_GENOME239728_7
7548	34800	13	GUT_GENOME239728_7
7549	34900	14	GUT_GENOME239728_7
7550	35000	16	GUT_GENOME239728_7
7551	35100	10	GUT_GENOME239728_7
7552	35200	9	GUT_GENOME239728_7
7553	35300	16	GUT_GENOME239728_7
7554	35400	11	GUT_GENOME239728_7
7555	35500	18	GUT_GENOME239728_7
7556	35600	11	GUT_GENOME239728_7
7557	35700	16	GUT_GENOME239728_7
7558	35800	18	GUT_GENOME239728_7
7559	35900	22	GUT_GENOME239728_7
7560	36000	16	GUT_GENOME239728_7
7561	36100	18	GUT_GENOME239728_7
7562	36200	10	GUT_GENOME239728_7
7563	36300	13	GUT_GENOME239728_7
7564	36400	12	GUT_GENOME239728_7
7565	36500	23	GUT_GENOME239728_7
7566	36600	17	GUT_GENOME239728_7
7567	36700	16	GUT_GENOME239728_7
7568	36800	24	GUT_GENOME239728_7
7569	36900	13	GUT_GENOME239728_7
7570	37000	16	GUT_GENOME239728_7
7571	37100	13	GUT_GENOME239728_7
7572	37200	11	GUT_GENOME239728_7
7573	37300	16	GUT_GENOME239728_7
7574	37400	17	GUT_GENOME239728_7
7575	37500	17	GUT_GENOME239728_7
7576	37600	9	GUT_GENOME239728_7
7577	37700	15	GUT_GENOME239728_7
7578	37800	21	GUT_GENOME239728_7
7579	37900	17	GUT_GENOME239728_7
7580	38000	6	GUT_GENOME239728_7
7581	38100	11	GUT_GENOME239728_7
7582	38200	16	GUT_GENOME239728_7
7583	38300	13	GUT_GENOME239728_7
7584	38400	23	GUT_GENOME239728_7
7585	38500	17	GUT_GENOME239728_7
7586	38600	18	GUT_GENOME239728_7
7587	38700	9	GUT_GENOME239728_7
7588	38800	11	GUT_GENOME239728_7
7589	38900	13	GUT_GENOME239728_7
7590	39000	18	GUT_GENOME239728_7
7591	39100	17	GUT_GENOME239728_7
7592	39200	16	GUT_GENOME239728_7
7593	39300	18	GUT_GENOME239728_7
7594	39400	20	GUT_GENOME239728_7
7595	39500	14	GUT_GENOME239728_7
7596	39600	17	GUT_GENOME239728_7
7597	39700	23	GUT_GENOME239728_7
7598	39800	16	GUT_GENOME239728_7
7599	39900	9	GUT_GENOME239728_7
7600	40000	15	GUT_GENOME239728_7
7601	40100	9	GUT_GENOME239728_7
7602	40200	20	GUT_GENOME239728_7
7603	40300	17	GUT_GENOME239728_7
7604	40400	17	GUT_GENOME239728_7
7605	40500	16	GUT_GENOME239728_7
7606	40600	17	GUT_GENOME239728_7
7607	40700	16	GUT_GENOME239728_7
7608	40800	17	GUT_GENOME239728_7
7609	40900	16	GUT_GENOME239728_7
7610	41000	15	GUT_GENOME239728_7
7611	41100	8	GUT_GENOME239728_7
7612	41200	20	GUT_GENOME239728_7
7613	41300	14	GUT_GENOME239728_7
7614	41400	11	GUT_GENOME239728_7
7615	41500	18	GUT_GENOME239728_7
7616	41600	16	GUT_GENOME239728_7
7617	41700	19	GUT_GENOME239728_7
7618	41800	22	GUT_GENOME239728_7
7619	41900	16	GUT_GENOME239728_7
7620	42000	11	GUT_GENOME239728_7
7621	42100	17	GUT_GENOME239728_7
7622	42200	11	GUT_GENOME239728_7
7623	42300	7	GUT_GENOME239728_7
7624	42400	14	GUT_GENOME239728_7
7625	42500	17	GUT_GENOME239728_7
7626	42600	21	GUT_GENOME239728_7
7627	42700	21	GUT_GENOME239728_7
7628	42800	10	GUT_GENOME239728_7
7629	42900	15	GUT_GENOME239728_7
7630	43000	15	GUT_GENOME239728_7
7631	43100	13	GUT_GENOME239728_7
7632	43200	17	GUT_GENOME239728_7
7633	43300	18	GUT_GENOME239728_7
7634	43400	17	GUT_GENOME239728_7
7635	43500	16	GUT_GENOME239728_7
7636	43600	15	GUT_GENOME239728_7
7637	43700	17	GUT_GENOME239728_7
7638	43800	12	GUT_GENOME239728_7
7639	43900	16	GUT_GENOME239728_7
7640	44000	13	GUT_GENOME239728_7
7641	44100	13	GUT_GENOME239728_7
7642	44200	8	GUT_GENOME239728_7
7643	44300	9	GUT_GENOME239728_7
7644	44400	14	GUT_GENOME239728_7
7645	44500	12	GUT_GENOME239728_7
7646	44600	16	GUT_GENOME239728_7
7647	44700	11	GUT_GENOME239728_7
